Id	Name	Formula	EC
R09753	UDP-alpha-D-galactose:soyasapogenol B 3-O-glucuronide beta-D-galactosyltransferase	C00052 + C19763 <=> C00015 + C19865	2.4.1.272
R09750	reduced-riboflavin:NAD+ oxidoreductase	C01007 + C00003 <=> C00255 + C00004 + C00080	1.5.1.41
R09751	nitrite:nitrite oxidoreductase	3 C00088 <=> 2 C00533 + C00244 + C00001	1.7.6.1
R09758	UDP-glucose:beta-D-glucosylcrocetin 8'-O-D-glucosyltransferase	C00029 + C19867 <=> C00015 + C19868	2.4.1.271
R09759	UDP-glucose:beta-D-gentiobiosylcrocetin 8'-O-D-glucosyltransferase	C00029 + C19869 <=> C00015 + C17513	2.4.1.271
R06693	S-adenosyl-L-methionine:carminomycin 4-O-methyltransferase	C12432 + C00019 <=> C01907 + C00021	2.1.1.292
R02128		C00376 <=> C05917 + C00205	
R02129		C00376 <=> C05918	
R02120	Sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase	C00089 + C00372 <=> C00095 + C00372	2.4.1.5         2.4.1.125
R02121	1,4-alpha-D-Glucan:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase	C00372 + C00718 <=> C00372 + C00718	2.4.1.2
R02122	3'-phosphoadenylyl-sulfate:[heparan sulfate]-glucosamine N-sulfotransferase	C00053 + C17141 <=> C00054 + C17142	2.8.2.8
R02123	retinal:NAD+ oxidoreductase	C00376 + C00003 + C00001 <=> C00777 + C00004 + C00080	1.2.1.36
R02124	retinol:NAD+ oxidoreductase	C00473 + C00003 <=> C00376 + C00004 + C00080	1.1.1.1         1.1.1.105
R02125	retinal:oxygen oxidoreductase	C00376 + C00007 + C00001 <=> C00777 + C00027	1.2.3.1
R02126	all-trans-Retinal 11-cis-trans-isomerase	C00376 <=> C02110	
R02127		C00376 <=> C05916	
R08409	Plastoquinol:oxidized-plastocyanin oxidoreductase	C16695 + 2 C03162 <=> C10385 + 2 C03025	1.10.9.1
R08408	Aldehyde:oxygen oxidoreductase	C02918 + C00007 + C00001 <=> C05842 + C00027 + C00080	1.2.3.1
R08401		C06090 <=> C09189	
R08400	poly-cis-polyprenyl-diphosphate:isopentenyl-diphosphate polyprenyl-cis-transferase	C04093 + C00129 <=> C16689 + C00013	2.5.1.20
R08403		C16691 <=> C11475 + C00001	4.3.2.4
R08402		C11901 <=> C07601	
R08405	acyl-phosphate:D-mannose phosphotransferase	C02133 + C00159 <=> C00060 + C00275	2.7.1.61
R08404	acyl-phosphate:D-glucose phosphotransferase	C02133 + C00031 <=> C00060 + C00092	2.7.1.61
R05919		G10617 + G00145 <=> G10622 + G00146	
R08406	acyl-phosphate:D-fructose phosphotransferase	C02133 + C00095 <=> C00060 + C00085	2.7.1.61
R07910	malonyl-CoA:cyanidin-3-O-(6-caffeoyl-beta-D-glucoside)-5-O-beta-D-glucoside 6'''-O-malonyltransferase	C12096 + C00083 <=> C16299 + C00010	2.3.1.172
R10771	2-hydroxy-7-methoxy-5-methyl-1-naphthoate:CoA ligase	C00002 + C20841 + C00010 <=> C00020 + C00013 + C20842	6.2.1.43
R05868		C09244 <=> C11677	
R05869		C09244 <=> C11783	
R05864	4-Hydroxy-2-oxohexanoate hydro-lyase	C11354 + C00001 <=> C06762	4.2.1.132
R05865	2-Hydroxy-5-methyl-cis,cis-muconic-semialdehyde formylhydrolase	C06760 + C00001 <=> C00058 + C11354	3.7.1.9
R05866		C09244 + C00005 + C00080 + C00007 <=> C11676 + C00006 + C00001	
R05867		C11676 <=> C11677	
R05860		C07201 <=> C07204	
R05861	D-alanine:oxygen oxidoreductase (deaminating)	C00133 + C00001 + C00007 <=> C00022 + C00014 + C00027	1.4.3.3         1.4.3.19
R05862	sarcosine:oxygen oxidoreductase (deaminating)	C00213 + C00001 + C00007 <=> C00048 + C00218 + C00027	1.4.3.19
R05863	N-ethylglycine:oxygen oxidoreductase (deaminating)	C11735 + C00001 + C00007 <=> C00048 + C00797 + C00027	1.4.3.19
R09882	P1,P5-bis(5'-adenosyl)pentaphosphate nucleotidohydrolase (AMP-forming)	C04058 + C00001 <=> C03483 + C00020	3.6.1.60
R02335	UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase	C00043 + C00461 <=> C00015 + C00461	2.4.1.16
R06253		G00110 + C00270 <=> G00111 + C00001	3.2.1.18
R06250		G10591 + n C00001 <=> n C00132 + G10506	3.1.1.11
R06251		C00024 + G00275 <=> C00010 + G10592	2.3.1.79
R06256		C05791 + 2 C00080 <=> C05790	
R06257		C05790 + 4 C00080 <=> C05789	
R06254		2 C05790 + C00007 <=> 2 C05794 + 2 C00001	
R06255		2 C05789 + C00007 <=> 2 C05793 + 2 C00001	
R06258		G10617 + G00006 <=> G10622 + G10595	2.4.1.258
R02336	Haloacetate halidohydrolase	C01812 + C00001 <=> C00160 + C00462	3.8.1.3
R08714	putrescine:pyruvate aminotransferase	C00134 + C00022 <=> C00555 + C00041	2.6.1.-
R08958	5alpha-pregnan-20alpha-ol-3-one:NADP+ 20-oxidoreductase	C18041 + C00006 <=> C03681 + C00005 + C00080	1.1.1.149
R08899	5''-phosphoribostamycin phosphohydrolase	C18004 + C00001 <=> C01759 + C00009	3.1.3.88
R06788	(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate:oxygen 1,2-oxidoreductase (decyclizing)	C12623 + C00007 <=> C12624	1.13.11.16
R06789	(2Z,4E,7E)-2-Hydroxy-6-oxonona-2,4,7-triene-1,9-dioate fumarylhydrolase	C12624 + C00001 <=> C00596 + C00122	3.7.1.14
R06780		C05629 <=> C11457	
R06781		C00423 <=> C12621	
R06782	3-phenylpropanoate,NADH:oxygen oxidoreductase (2,3-hydroxylating)	C05629 + C00007 + C00004 + C00080 <=> C11588 + C00003	1.14.12.19
R06783	trans-cinnamate,NADH:oxygen oxidoreductase (2,3-hydroxylating)	C00423 + C00007 + C00004 + C00080 <=> C12622 + C00003	1.14.12.19
R06784	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate:NAD+ oxidoreductase	C11588 + C00003 <=> C04044 + C00004 + C00080	1.3.1.87
R06785	(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate:NAD+ oxidoreductase	C12622 + C00003 <=> C12623 + C00004 + C00080	1.3.1.87
R06786	3-(3-hydroxyphenyl)propanoate,NADH:oxygen oxidoreductase (2-hydroxylating)	C11457 + C00007 + C00004 + C00080 <=> C04044 + C00001 + C00003	1.14.13.127
R06787	(2E)-3-(3-hydroxyphenyl)prop-2-enoate,NADH:oxygen oxidoreductase (2-hydroxylating)	C12621 + C00007 + C00004 + C00080 <=> C12623 + C00001 + C00003	1.14.13.127
R08893	2-deoxy-scyllo-inosamine:S-adenosyl-L-methionine 1-oxidoreductase	C17580 + C00019 <=> C17581 + C00073 + C05198	1.1.99.38
R08890	L-glutamine:2-deoxy-scyllo-inosose aminotransferase	C17209 + C00064 <=> C17580 + C00940	2.6.1.100
R08984		C18069 <=> C18070	1.14.13.-
R08985		C18070 <=> C18071	2.1.1.-
R08986		C18071 <=> C18072	1.14.13.-
R08987		C18072 + C00019 <=> C18073 + C00021	2.1.1.-
R08980	11beta,17beta-dihydroxy-4-androsten-3-one:NADP+ 17-oxidoreductase	C18075 + C00006 <=> C05284 + C00005 + C00080	1.1.1.62
R08981	1-phosphatidyl-1D-myo-inositol-4,5-bisphosphate 4-phosphohydrolase	C04637 + C00001 <=> C11557 + C00009	3.1.3.78
R08982	beta-D-fructofuranosyl-alpha-D-mannopyranoside-6F-phosphate phosphohydrolase	C18050 + C00001 <=> C18068 + C00009	3.1.3.79
R08983		3 C00223 + C00315 <=> C18069 + 3 C00010	
R10242	5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase	C00674 + C00006 <=> C00280 + C00005 + C00080	1.3.1.22
R10243		C00101 + C00024 <=> C00440 + C00010 + C00237	2.1.1.258       2.3.1.169
R10240	UDP-alpha-D-galactose:cyanidin 3-O-galactosyltransferase	C00052 + C05905 <=> C00015 + C08647	2.4.1.294
R10241	(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate-lyase (sclareol forming);	C20270 + C00001 <=> C09183 + C00013	4.2.3.141
R08988		C02094 <=> C18036	
R08989		C18036 <=> C18037	
R10244	purine-deoxynucleoside:phosphate ribosyltransferase	C20463 + C00009 <=> C15587 + C00672	2.4.2.1
R10245		C15809 + C00001 <=> C00048 + C00014	1.4.3.19
R08828	dopaxanthin:oxygen oxidoreductase	2 C08543 + C00007 <=> 2 C17753 + 2 C00001	1.10.3.-
R00368	N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)	C03790 + C00003 + C00001 <=> C00037 + C00022 + C00004 + C00080	1.5.1.22
R00369	L-Alanine:glyoxylate aminotransferase	C00041 + C00048 <=> C00022 + C00037	2.6.1.44
R05781	cyclic-imide amidohydrolase (decyclicizing)	C07272 + C00001 <=> C01596	3.5.2.16
R05780	thiocyanate aminohydrolase	C01755 + 2 C00001 <=> C07331 + C00014 + C01328	3.5.5.8
R05783	mandelamide hydrolase	C07301 + C00001 <=> C01983 + C00014	3.5.1.86
R05782	N-carbamoyl-L-amino acid amidohydrolase	C11529 + C00001 <=> C00151 + C00014 + C00011	3.5.1.87
R00360	(S)-Malate:oxygen oxidoreductase	C00149 + C00007 <=> C00036 + C00027	1.1.5.4
R00361	(S)-malate:quinone oxidoreductase	C00149 + C15602 <=> C00036 + C15603	1.1.5.4
R00362	citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate);	C00158 <=> C00033 + C00036	4.1.3.6
R00363	Oxaloacetate keto-enol-isomerase	C00036 <=> C03981	5.3.2.2
R05789	(R)-2-phospho-3-sulfolactate phosphohydrolase	C11536 + C00001 <=> C11537 + C00009	3.1.3.71
R00365	glycine:NAD+ oxidoreductase (deaminating)	C00037 + C00001 + C00003 <=> C00048 + C00014 + C00004 + C00080	1.4.1.1         1.4.1.10
R00366	glycine:oxygen oxidoreductase (deaminating);	C00037 + C00001 + C00007 <=> C00048 + C00014 + C00027	1.4.3.3         1.4.3.19
R00367	S-Adenosyl-L-methionine:glycine N-methyltransferase	C00019 + C00037 <=> C00021 + C00213	2.1.1.20        2.1.1.156       2.1.1.162
R07329	flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	C00766 + C00026 + C00007 <=> C15570 + C00042 + C00011	1.14.11.9
R07328	alcohol:NADP+ oxidoreductase	C00069 + C00006 <=> C00071 + C00005 + C00080	1.1.1.2         1.1.1.71
R07325	acid:[acyl-carrier-protein] ligase (AMP-forming)	C00002 + C00174 + C00229 <=> C00020 + C00013 + C00173	6.2.1.-
R07324	1D-myo-inositol-3-phosphate lyase (isomerizing)	C00092 <=> C04006	5.5.1.4
R08186		C16530 + C00001 <=> C00010 + C16526	3.1.2.-
R07326	alcohol:NAD+ oxidoreductase	C00069 + C00003 <=> C00071 + C00004 + C00080	1.1.1.71
R07321	antheraxanthin-capsanthin isomerase (ketone-forming)	C08579 <=> C08584	5.3.99.8
R07320	violaxanthin-capsorubin isomerase (ketone-forming)	C08614 <=> C08585	5.3.99.8
R07323	squalene mutase (cyclizing);	C00751 + C00001 <=> C06309	4.2.1.129
R07322	squalene mutase (cyclizing)	C00751 <=> C06310	5.4.99.17
R01419	Benzaldehyde:NAD+ oxidoreductase	C00261 + C00003 + C00001 <=> C00180 + C00004 + C00080	1.2.1.28
R01418	1,4-diguanidinobutane amidinohydrolase	C00179 + C00086 <=> C03047 + C00001	3.5.3.20
R01411	5-Methylcytosine aminohydrolase	C02376 + C00001 <=> C00178 + C00014	3.5.4.1
R01410		C01326 + C00084 + C00014 <=> C05714 + C00001	
R01413	thymine:acceptor oxidoreductase	C00178 + C00028 + C00001 <=> C05281 + C00030	1.17.99.4
R01412	Thymine,2-oxoglutarate:oxygen oxidoreductase (7-hydroxylating)	C00178 + C00026 + C00007 <=> C03088 + C00042 + C00011	1.14.11.6
R01415	5,6-Dihydrothymine:NADP+ oxidoreductase	C00906 + C00006 <=> C00178 + C00005 + C00080	1.3.1.2
R01414	5,6-dihydrothymine:NAD+ oxidoreductase	C00906 + C00003 <=> C00178 + C00004 + C00080	1.3.1.1
R01417	ATP:agmatine N4-phosphotransferase	C00002 + C00179 <=> C00008 + C02726	2.7.3.10
R01416	Agmatine iminohydrolase	C00179 + C00001 <=> C00436 + C00014	3.5.3.12
R05259	Parathion,reduced-flavoprotein:oxygen oxidoreductase	C06604 + C03024 + C00007 <=> C06606 + C03161 + C00087 + C00001	1.14.14.1
R05258	4-nitrophenol,NADPH:oxygen 4-oxidoreductase (4-hydroxylating, nitrite-forming)	C00472 + C00088 + C00006 + C00001 <=> C00870 + C00007 + C00005 + C00080	1.14.13.167
R09880	P1,P5-bis(5'-adenosyl)pentaphosphate nucleotidohydrolase (ATP-forming)	C04058 + C00001 <=> C00002 + C00008	3.6.1.61
R05252		C02370 <=> C06648 + C00001	1.2.-.-
R05251		C06639 + C00001 <=> C06640 + 4 C00080	
R05250		C01108 + C00006 + C00001 <=> C01751 + C00007 + C00005 + C00080	
R05257		C06650 + C00007 <=> C06651	1.13.11.-
R05256		C06644 + C00007 <=> C06645	1.13.11.-
R05255		C06637 + C00030 + 2 C00080 <=> C06638 + C00028	
R09583	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating)	C00078 + C00007 + C00005 + C00080 <=> C19716 + C00006 + C00001	1.14.13.125
R09581		C19715 <=> C19714 + C00011 + C00001	1.14.13.124
R09580	N-hydroxy-L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)	C19712 + C00007 + C00005 + C00080 <=> C19715 + C00006 + C00001	1.14.13.124
R09587	progesterone,reduced-ferredoxin:oxygen oxidoreductase (15beta-hydroxylating)	C00410 + C00138 + C00007 <=> C19726 + C00139 + C00001	1.14.15.8
R09586	pyrrole-2-carboxylate,NADH:oxygen oxidoreductase (5-hydroxylating)	C05942 + C00004 + C00080 + C00007 <=> C19721 + C00003 + C00001	1.14.13.130
R09585		C19717 <=> C02937 + C00011 + C00001	1.14.13.125
R00099	cob(I)alamin:NAD+ oxidoreductase;	C00003 + 2 C00853 <=> C00004 + C00080 + 2 C00541	1.16.1.4
R00097	NADH:cob(III)alamine oxidoreductase	C00003 + 2 C00541 + 2 C00001 + C00080 <=> C00004 + 2 C00992	1.16.1.3
R00094	glutathione:NAD+ oxidoreductase	2 C00051 + C00003 <=> C00127 + C00004 + C00080	1.8.1.7
R00095	NADH:monodehydroascorbate oxidoreductase	C00003 + 2 C00072 <=> C00004 + 2 C01041 + C00080	1.6.5.4
R00092	Fe2+:NAD+ oxidoreductase;	C00003 + 2 C14818 <=> C00004 + C00080 + 2 C14819	1.16.1.7
R00093	L-glutamate:NAD+ oxidoreductase (transaminating)	2 C00025 + C00003 <=> C00064 + C00026 + C00004 + C00080	1.4.1.14
R00090	NADH:hydrogen-peroxide oxidoreductase	C00027 + C00004 + C00080 <=> C00003 + 2 C00001	1.11.1.1
R00091	CoA:NAD+ oxidoreductase	C00003 + 2 C00010 <=> C02015 + C00004 + C00080	
R08360	tryparedoxin:hydroperoxide oxidoreductase	C16663 + C15498 <=> C16664 + C00001 + C01335	1.11.1.15       1.11.1.-
R08361		C02090 + C16664 <=> C03170 + C16663	
R08362	trypanothione:hydroperoxide oxidoreductase	C02090 + C15498 <=> C03170 + C00001 + C01335	1.11.1.15
R08363	2'-deoxyribonucleoside-diphosphate:tryparedoxin-disulfide 2'-oxidoreductase	C04232 + C16664 + C00001 <=> C03723 + C16663	1.17.4.1
R08364	2'-deoxyribonucleoside-diphosphate:trypanothione-disulfide 2'-oxidoreductase	C04232 + C03170 + C00001 <=> C03723 + C02090	1.17.4.1
R08365		C06377 + C00001 <=> C01097 + C00014	5.3.1.-
R08366	protein-N(pi)-phosphohistidine:N-acetyl-D-galactosamine 6-phosphotransferase	C01132 + C04261 <=> C06376 + C00615	2.7.1.69
R08367	protein-N(pi)-phosphohistidine:D-galactosamine 6-phosphotransferase	C02262 + C04261 <=> C06377 + C00615	2.7.1.69
R08368	purine-nucleoside:phosphate ribosyltransferase	C15586 + C00009 <=> C15587 + C00620	2.4.2.1
R08369	UDP-glucose:N6-alkylaminopurine 9-glucosyltransferase	C00029 + C02860 <=> C00015 + C16676	2.4.1.118
R10932	LysW-L-ornithine:2-oxoglutarate 5-aminotransferase	C20950 + C00025 <=> C20951 + C00026	2.6.1.-
R06398	limonene 1,2-monooxygenase	C06099 + C00004 + C00007 + C00080 <=> C07271 + C00003 + C00001	1.14.13.107
R03459	2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase	C01304 + C00001 <=> C01268 + C00014	3.5.4.26
R03458	5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase	C04454 + C00006 <=> C01268 + C00005 + C00080	1.1.1.193
R03321	beta-D-Glucose 6-phosphate ketol-isomerase	C01172 <=> C05345	5.3.1.9
R06395		C11417 <=> C11419	
R06132		C05167 <=> C11823 + C00014	4.3.1.3         4.3.1.6         4.3.1.7         4.3.1.9
R06394		C11404 <=> C11405	
R03323	1-O-Sinapoyl-beta-D-glucose:(S)-malate O-sinapoyltransferase	C01175 + C00149 <=> C00031 + C02887	2.3.1.92
R03322	Vermelone:NADP+ delta5-oxidoreductase	C01624 + C00006 <=> C01173 + C00005 + C00080	1.1.1.252
R03457	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase	C04666 <=> C01267 + C00001	4.2.1.19
R03456	S-Adenosyl-L-methionine:3',4',5-trihydroxy-3,7-dimethoxyflavone 4'-O-methyltransferase	C00019 + C01265 <=> C00021 + C04444	2.1.1.83
R02802	Reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)	C00697 + 2 C05359 + 2 C00080 <=> C05360	1.18.6.1
R02801		C00696 <=> C05957 + C00001	
R02800	(5Z,13E)-(15S)-9alpha,15-dihydroxy-11-oxoprosta-5,13-dienoate:NADP+ 15-oxidoreductase	C00696 + C00006 <=> C04758 + C00005 + C00080	1.1.1.196
R02807	Hg:NADP+ oxidoreductase	C01319 + C00006 + C00080 <=> C00703 + C00005	1.16.1.1
R03327	17alpha-Hydroxypregnenolone:NAD+ 3-oxidoreductase	C05138 + C00003 <=> C01176 + C00004 + C00080	1.1.1.145       5.3.3.1
R02805	P1,P4-Bis(5'-nucleosyl)-tetraphosphate nucleotidohydrolase	C04392 + C00001 <=> C00700 + C00655	3.6.1.17
R02804	nitrogen:ferricytochrome-c oxidoreductase (N2O-forming)	C00697 + 2 C00125 + C00001 <=> C00887 + 2 C00126 + 2 C00080	1.7.2.4
R04122	alkane,reduced-flavoprotein:oxygen oxidoreductase (RH-hydroxylating)	C03024 + C01371 + C00007 <=> C03161 + C01335 + C00001	1.14.14.1
R04123	Transferrin[Fe(II)]2:NAD+ oxidoreductase	C03029 + C00003 + C00080 <=> C03179 + C00004	1.16.1.2
R02809	3'-Phosphoadenylylsulfate:amine N-sulfotransferase	C00053 + C00706 <=> C00054 + C01614	2.8.2.3
R03326	17alpha-Hydroxyprogesterone,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)	C01176 + C00030 + C00007 <=> C05488 + C00028 + C00001	1.14.99.10
R04126	ATP:1-O-alkyl-sn-glycerol 3-phosphotransferase	C00002 + C02773 <=> C00008 + C03968	2.7.1.93
R04127	UDPglucose:13-hydroxydocosanoate 13-beta-D-glucosyltransferase	C00029 + C03049 <=> C00015 + C04103	2.4.1.158
R04124		C03029 <=> C05780 + 2 C14818	
R04125	S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)	C01242 + C00101 <=> C02972 + C00143 + C00014	2.1.2.10
R03311		C01164 + C00205 <=> C05443	
R03313	L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)	C01165 + C00009 + C00006 <=> C03287 + C00005 + C00080	1.2.1.41
R03314		C01165 <=> C03912 + C00001	
R03315	ATP:pseudouridine 5'-phosphotransferase	C00002 + C02067 <=> C00008 + C01168	2.7.1.83
R03316		C05381 + C15972 <=> C16254 + C00068	1.2.4.2
R03317	UDP-N-acetyl-alpha-D-mannosamine:NAD+ 6-oxidoreductase	C01170 + 2 C00003 + C00001 <=> C06240 + 2 C00004 + 2 C00080	1.1.1.336
R03318	GTP:alpha-D-hexose-1-phosphate gluanylyltransferase	C00044 + C01171 <=> C00013 + C01581	2.7.7.28
R03319	alpha-D-Hexose 1-phosphate 1,6-phosphomutase	C01171 <=> C03735	5.4.2.2
R00957	alpha-D-Glucose-1-phosphate:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase (dephosphorylating)	2 C00103 + C00001 <=> C00208 + 2 C00009	2.4.1.139
R00956	CTP:alpha-D-glucose-1-phosphate cytidylyltransferase	C00063 + C00103 <=> C00013 + C00501	2.7.7.33
R00955	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase	C00029 + C00446 <=> C00103 + C00052	2.7.7.12
R00954	GTP:alpha-D-glucose-1-phosphate guanylyltransferase	C00044 + C00103 <=> C00013 + C00394	2.7.7.34
R00953	3-beta-D-glucosyl-D-glucose:phosphate alpha-D-glucosyltransferase	C02048 + C00009 <=> C00031 + C00103	2.4.1.31
R00952	cellobiose:phosphate alpha-D-glucosyltransferase	C00185 + C00009 <=> C00103 + C00031	2.4.1.20
R00951	ADP-glucose glucose-1-phosphohydrolase	C00498 + C00001 <=> C00020 + C00103	3.6.1.21
R08097		C16461 + C00010 <=> C16465 + C00001	2.8.3.-
R10840	O-acetyl-L-serine:isoxazolin-5-one 4-(2-amino-2-carboxyethyl)transferase	C00979 + C20891 <=> C20893 + C00033	2.5.1.119
R08094	3-hydroxy-5-methylhex-4-enoyl-CoA:NAD+ oxidoreductase	C16469 + C00003 <=> C16471 + C00004 + C00080	1.1.1.35
R00959	alpha-D-Glucose 1-phosphate 1,6-phosphomutase	C00103 <=> C00668	5.4.2.2         5.4.2.5
R08095	3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase	C16471 + C00010 <=> C03069 + C00024	2.3.1.16
R08092		C16470 + C00016 <=> C16468 + C01352	1.3.99.-
R08093	3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase	C16468 + C00001 <=> C16469	4.2.1.17
R10783	3-hexenol:NAD+ oxidoreductase	C16310 + C00004 + C00080 <=> C08492 + C00003	1.1.1.1
R08090	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)	C04675 <=> C16466 + C00033	4.1.3.4         4.1.3.26
R10782	4-hydroxybutanoyl-CoA hydro-lyase	C11062 <=> C00877 + C00001	4.2.1.120
R08091	7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase	C16466 + C00010 <=> C16470 + C00024	2.3.1.16
R09547		C19677 + C00006 + C00001 <=> C19678 + C00005 + C00080	1.1.1.314
R09546		C19676 + C00006 <=> C19677 + C00005 + C00080	1.1.1.314
R09891	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, cubebol-forming)	C00448 + C00001 <=> C20172 + C00013	4.2.3.91
R10969	geranyl-diphosphate:flaviolin 3-linalyltransferase	C00341 + C18012 <=> C20984 + C00013	2.5.1.123
R10842	D-glucuronate:NAD+ 1-oxidoreductase	C00191 + C00003 <=> C20890 + C00004 + C00080	1.1.1.203
R09543	S-adenosyl-L-methionine:malonyl-[acyl-carrier protein] O-methyltransferase	C00019 + C01209 <=> C00021 + C19673	2.1.1.197
R10968	dimethylallyl-diphosphate:L-tyrosine 4-O-dimethylallyltransferase	C00235 + C00082 <=> C00013 + C20983	2.5.1.122
R09542	plastocyanin:ferredoxin oxidoreductase (light-dependent)	C03025 + C00139 + C00205 <=> C03162 + C00138	1.97.1.12
R08825		C00082 + C08538 <=> C08565 + C00001	
R08098		C16465 <=> C01920	5.2.1.-
R08099		C09847 <=> C01499	
R10789	L-ornithine,NADPH:oxygen oxidoreductase (N5-hydroxylating)	C00077 + C00005 + C00080 + C00007 <=> C20850 + C00006 + C00001	1.14.13.195     1.14.13.196
R10964	S-adenosyl-L-methionine:L-tyrosine C3-methyltransferase	C00019 + C00082 <=> C00021 + C20800	2.1.1.304
R10963	S-adenosyl-L-methionine:2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase	C00019 + C20857 <=> C00021 + C20841	2.1.1.303
R08824	UDP-glucuronate:betanin beta-D-glucuronosyltransferase	C08540 + C00167 <=> C08537 + C00015	2.4.1.-
R10960	malonyl-CoA:acetate malonyltransferase (tetracenomycin-F2-forming)	10 C00083 <=> C12366 + 10 C00010 + 10 C00011 + 2 C00001	2.3.1.235
R05415		C08061 + C00007 <=> C08062	1.13.11.-
R05414	9H-carbazole,NADH:oxygen oxidoreductase (2,3-hydroxylating)	C08060 + C00007 + C00004 + C00080 <=> C08061 + C00003	1.14.12.22
R05417		C07083 + C00007 + C00004 + C00080 <=> C07084 + C00003	1.14.12.-
R05416		C06728 + C00007 <=> C07123 + C00080	1.13.11.-
R05411		C03569 + C00007 <=> C07731	1.13.11.-
R05410		C07717 + C00007 <=> C07718	1.13.11.-
R05413		C07733 + C00007 <=> C07734	1.13.11.-
R02372	dUTP:cytidine 5'-phosphotransferase	C00460 + C00475 <=> C01346 + C00055	2.7.1.48
R05419		C03664 + C00026 + C00007 <=> C02625 + C00048 + C00042 + C00011	1.14.11.-
R02378	L-Serine hydro-lyase (adding pyrazole)	C00065 + C00481 <=> C01162 + C00001	4.2.1.50
R10845	(2S,3S)-3-methylphenylalanine:2-oxoglutarate aminotransferase	C20895 + C00026 <=> C20646 + C00025	2.6.1.57        2.6.1.107
R10846	D-galactarolactone 4,5-acylmutase	C20889 <=> C20896	5.5.1.-
R08764	6-hydroxynicotinate,NADH:oxygen oxidoreductase (3-hydroxylating, decarboxylating)	C01020 + C00004 + C00007 + C00080 <=> C01059 + C00003 + C00011 + C00001	1.14.13.114
R08765	deoxyribocyclobutadithymine thymine-lyase	C17509 <=> C17510	4.1.99.3
R05386	gamma-hexachlorocyclohexane chloride-lyase	C07075 <=> C06596 + C01327	4.5.1.-
R08766	3-(4-hydroxyphenyl)lactate hydro-lyase (4-coumarate-forming)	C03672 <=> C00811 + C00001	4.2.1.-
R08767		C00223 + C00010 + C00003 + C00001 <=> C02949 + C00024 + C00004 + C00080	
R08760	3alpha,7alpha-dihydroxy-5beta-cholestanate,NADPH:oxygen oxidoreductase (26-hydroxylating)	C05445 + C00005 + C00007 + C00080 <=> C04554 + C00006 + C00001	1.14.13.15
